area,fhir_path,concept_display,ehi_join_table,ehi_join_column,epic_local_system,epic_local_code,epic_local_display,target_system,target_code,target_display,anchor_method,ehi_verified,confidence,notes,system_class
lab,Observation.code,Osmolality Calculated,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1555053,Osmolality Calculated,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,OSMOC,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1555053 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Osmolality Calculated,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1555053,Osmolality Calculated,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,OSMOL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1555053 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557760,Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.149,CHOL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557760 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557760,Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1239,CHOL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557760 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557760,Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.149,85991149,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557760 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557760,Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.149,25003000,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557760 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557760,Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,CHOL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557760 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557760,Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,CHOLC,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557760 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557760,Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,CHOLFM,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557760 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557760,Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,CHOLM,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557760 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557760,Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,CHOLT,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557760 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557760,Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,TCSMM,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557760 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557760,Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,Z4444M,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557760 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557760,Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.991,CHOL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557760 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557760,Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.740,20031A,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557760 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557760,Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,20031A,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557760 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,"LDL, Calculated",ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557762,"LDL, Calculated",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.149,LDL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557762 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,"LDL, Calculated",ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557762,"LDL, Calculated",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1239,LDL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557762 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,"LDL, Calculated",ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557762,"LDL, Calculated",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.149,25016900,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557762 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,"LDL, Calculated",ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557762,"LDL, Calculated",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.149,86002754,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557762 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,"LDL, Calculated",ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557762,"LDL, Calculated",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,CHLDL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557762 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,"LDL, Calculated",ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557762,"LDL, Calculated",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,CLDLC,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557762 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,"LDL, Calculated",ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557762,"LDL, Calculated",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,LDL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557762 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,"LDL, Calculated",ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557762,"LDL, Calculated",urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.991,LDL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557762 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol/HDL Ratio,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557763,Cholesterol/HDL Ratio,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.149,HDL/C,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557763 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol/HDL Ratio,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557763,Cholesterol/HDL Ratio,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.149,25017000,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557763 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol/HDL Ratio,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557763,Cholesterol/HDL Ratio,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,CHOHDL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557763 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol/HDL Ratio,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557763,Cholesterol/HDL Ratio,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,TCHDLC,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557763 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Cholesterol/HDL Ratio,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1557763,Cholesterol/HDL Ratio,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.991,CHOHDL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1557763 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Calcium,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1558170,Calcium,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.149,CA,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1558170 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Calcium,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1558170,Calcium,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1239,CA,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1558170 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Calcium,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1558170,Calcium,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1239,60304,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1558170 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Calcium,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1558170,Calcium,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,CA,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1558170 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Calcium,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1558170,Calcium,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,CACL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1558170 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,Calcium,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1558170,Calcium,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1096,CA,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1558170 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,BUN,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1558175,BUN,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.149,BUN,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1558175 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,BUN,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1558175,BUN,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1239,60302,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1558175 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,BUN,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1558175,BUN,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1239,BUN,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1558175 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,BUN,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1558175,BUN,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,BUN,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1558175 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,BUN,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1558175,BUN,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,BUNC,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1558175 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,BUN,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1558175,BUN,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,BUNUW,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1558175 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,BUN,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1558175,BUN,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.991,BUN,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1558175 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,HDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1726268,HDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.149,25015900,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1726268 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,HDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1726268,HDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.149,HDLC,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1726268 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,HDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1726268,HDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1239,lHDL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1726268 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,HDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1726268,HDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1239,HDL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1726268 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,HDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1726268,HDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,HDL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1726268 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,HDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1726268,HDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,HDLC,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1726268 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,HDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1726268,HDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,HDLM,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1726268 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,HDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1726268,HDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,HDLSMM,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1726268 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,HDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1726268,HDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.991,HDL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1726268 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,HDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1726268,HDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.740,20053A,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1726268 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,HDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1726268,HDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,20053A,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1726268 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,VLDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1740002,VLDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.149,86002756,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1740002 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,VLDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1740002,VLDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.1239,VLDL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1740002 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,VLDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1740002,VLDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,CVLDLC,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1740002 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,VLDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1740002,VLDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,PBVLDM,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1740002 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
lab,Observation.code,VLDL Cholesterol,ORDER_RESULTS,COMPONENT_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.768282,1740002,VLDL Cholesterol,urn:oid:1.2.840.114350.1.13.283.2.7.5.737384.853,VLDL,,answer-key,yes,high,Epic-instance OID coding the reference carries on Observation.code for ORDER_RESULTS.COMPONENT_ID 1740002 (concept-determined; identical across all results of this component; COMPONENT_ID present in ORDER_RESULTS); same anchor as the LOINC component rows,epic-instance-oid
